"","temperature_main","temperature_main","ASPump","FBRM","L50","L90","L10","W10","W50","W90","stirrer_main","SOLUPump","SOLVPump","SeedPump","Scale","CLEPump","Valve_position","stirrer_seed","stirrer_solution","CED10","CED50","CED90"
Time,H01:External T,H01:T Setpt,File  W: AS flow ,OPC R: Counts ,OPC R: L50 ,OPC R: L90 ,OPC R: L10 ,OPC R: W10 ,OPC R: W50 ,OPC R: W90 ,S01:Stirrer speed  (Setpt),P02:Pump speed  (Setpt),P01:Pump speed  (Setpt),P03:Pump speed  (Setpt),File R: AS Scale ,P04:Pump speed  (Setpt),File  W: Valve state,S02:Stirrer speed  (Setpt),S03:Stirrer speed  (Setpt),OPC R: CED10 micron,OPC R: CED50 micron,OPC R: CED90 micron
min,C,C,RPM,Counts,micron,micron,micron,micron,micron,micron,RPM,RPM,RPM,RPM,g,RPM,,RPM,RPM,,,
371.047,64.190,62.288,0.000,16408.891,60.780,181.575,18.246,8.805,15.100,31.003,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.315,29.758,69.491
371.163,64.160,62.249,0.000,16535.969,60.780,181.575,18.246,8.805,15.100,31.003,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.315,29.758,69.491
371.275,64.130,62.212,0.000,16466.104,60.780,181.575,18.246,8.805,15.100,31.003,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.315,29.758,69.491
371.389,64.100,62.174,0.000,16532.092,60.780,181.575,18.246,8.805,15.100,31.003,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.315,29.758,69.491
371.503,64.070,62.136,0.000,16532.092,60.780,181.575,18.246,8.805,15.100,31.003,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.364,29.614,69.830
371.616,64.040,62.098,0.000,16625.043,59.661,181.917,18.184,8.951,15.288,31.332,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.364,29.614,69.830
371.729,64.010,62.061,0.000,16514.963,59.661,181.917,18.184,8.951,15.288,31.332,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.364,29.614,69.830
371.844,63.970,62.022,0.000,16514.963,59.661,181.917,18.184,8.951,15.288,31.332,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.364,29.614,69.830
371.959,63.940,61.984,0.000,16578.657,59.661,181.917,18.184,8.951,15.288,31.332,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.364,29.614,69.830
372.071,63.910,61.947,0.000,16584.197,59.347,187.375,18.686,8.701,14.993,31.937,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.174,29.565,70.876
372.182,63.890,61.910,0.000,16584.197,59.347,187.375,18.686,8.701,14.993,31.937,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.174,29.565,70.876
372.298,63.850,61.871,0.000,16672.268,59.347,187.375,18.686,8.701,14.993,31.937,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.174,29.565,70.876
372.407,63.830,61.834,0.000,16524.993,59.347,187.375,18.686,8.701,14.993,31.937,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.174,29.565,70.876
372.519,63.800,61.797,0.000,16524.993,59.347,187.375,18.686,8.701,14.993,32.018,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.332,30.084,70.100
372.636,63.760,61.758,0.000,16592.754,59.147,182.873,18.422,8.828,15.398,32.018,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.332,30.084,70.100
372.753,63.730,61.719,0.000,16664.426,59.147,182.873,18.422,8.828,15.398,32.018,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.332,30.084,70.100
372.867,63.700,61.681,0.000,16664.426,59.147,182.873,18.422,8.828,15.398,32.018,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.332,30.084,70.100
372.982,63.660,61.643,0.000,16572.726,59.147,182.873,18.422,8.828,15.398,32.018,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.332,30.084,70.100
373.091,63.630,61.606,0.000,16570.247,63.429,182.992,18.782,8.882,15.060,30.289,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.511,30.159,68.443
373.202,63.590,61.570,0.000,16570.247,63.429,182.992,18.782,8.882,15.060,30.289,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.511,30.159,68.443
373.317,63.560,61.531,0.000,16519.507,63.429,182.992,18.782,8.882,15.060,30.289,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.511,30.159,68.443
373.434,63.530,61.492,0.000,16470.847,63.429,182.992,18.782,8.882,15.060,30.289,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.511,30.159,68.443
373.556,63.500,61.451,0.000,16470.847,61.026,181.652,19.163,8.818,14.969,31.147,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.742,29.626,70.075
373.669,63.460,61.414,0.000,16406.683,61.026,181.652,19.163,8.818,14.969,31.147,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.742,29.626,70.075
373.785,63.430,61.375,0.000,16609.133,61.026,181.652,19.163,8.818,14.969,31.147,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.742,29.626,70.075
373.900,63.400,61.337,0.000,16434.546,61.026,181.652,19.163,8.818,14.969,31.147,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.742,29.626,70.075
374.015,63.360,61.298,0.000,16434.546,61.026,181.652,19.163,8.818,14.969,31.147,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.184,30.384,69.450
374.127,63.340,61.261,0.000,16443.061,64.318,182.858,20.800,8.706,14.847,30.984,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.184,30.384,69.450
374.242,63.300,61.223,0.000,16322.334,64.318,182.858,20.800,8.706,14.847,30.984,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.184,30.384,69.450
374.353,63.270,61.186,0.000,16322.334,64.318,182.858,20.800,8.706,14.847,30.984,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.184,30.384,69.450
374.463,63.240,61.149,0.000,16554.523,64.318,182.858,20.800,8.706,14.847,30.984,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.184,30.384,69.450
374.574,63.210,61.112,0.000,16200.358,61.293,180.731,19.633,8.808,14.997,30.348,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.741,29.708,68.962
374.687,63.170,61.075,0.000,16200.358,61.293,180.731,19.633,8.808,14.997,30.348,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.741,29.708,68.962
374.801,63.140,61.037,0.000,16337.478,61.293,180.731,19.633,8.808,14.997,30.348,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.741,29.708,68.962
374.910,63.100,61.000,0.000,16084.941,61.293,180.731,19.633,8.808,14.997,30.348,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.741,29.708,68.962
375.022,63.070,60.963,0.000,16084.941,61.293,180.731,19.633,8.808,14.997,30.348,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.957,29.793,67.810
375.139,63.040,60.924,0.000,16347.641,61.081,180.244,20.463,8.907,15.037,29.887,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.957,29.793,67.810
375.253,63.010,60.886,0.000,16106.272,61.081,180.244,20.463,8.907,15.037,29.887,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.957,29.793,67.810
375.371,62.970,60.847,0.000,16106.272,61.081,180.244,20.463,8.907,15.037,29.887,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.957,29.793,67.810
375.480,62.940,60.810,0.000,16245.079,61.081,180.244,20.463,8.907,15.037,29.887,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.647,29.045,66.414
375.594,62.910,60.772,0.000,16156.359,59.469,176.224,19.495,8.817,14.834,29.089,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.647,29.045,66.414
375.706,62.870,60.735,0.000,16156.359,59.469,176.224,19.495,8.817,14.834,29.089,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.647,29.045,66.414
375.815,62.840,60.699,0.000,16059.505,59.469,176.224,19.495,8.817,14.834,29.089,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.647,29.045,66.414
375.920,62.800,60.663,0.000,16159.735,59.469,176.224,19.495,8.817,14.834,29.089,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.647,29.045,66.414
376.027,62.770,60.628,0.000,16159.735,59.469,176.224,19.495,8.817,14.834,29.089,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.132,30.625,70.679
376.135,62.750,60.592,0.000,16095.305,63.332,187.243,20.387,8.994,15.405,31.043,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.132,30.625,70.679
376.243,62.710,60.556,0.000,16095.305,63.332,187.243,20.387,8.994,15.405,31.043,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.132,30.625,70.679
376.348,62.680,60.521,0.000,16566.650,63.332,187.243,20.387,8.994,15.405,31.043,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.132,30.625,70.679
376.458,62.650,60.484,0.000,16183.323,63.332,187.243,20.387,8.994,15.405,31.043,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.132,30.625,70.679
376.563,62.610,60.449,0.000,16183.323,63.332,187.243,20.387,8.757,15.238,31.100,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.828,30.240,70.509
376.669,62.580,60.414,0.000,16256.617,63.188,185.704,20.154,8.757,15.238,31.100,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.828,30.240,70.509
376.778,62.550,60.378,0.000,16253.979,63.188,185.704,20.154,8.757,15.238,31.100,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.828,30.240,70.509
376.881,62.520,60.343,0.000,16253.979,63.188,185.704,20.154,8.757,15.238,31.100,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.828,30.240,70.509
376.987,62.480,60.308,0.000,16204.469,63.188,185.704,20.154,8.757,15.238,31.100,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.828,30.240,70.509
377.092,62.450,60.273,0.000,16226.689,62.800,183.787,21.747,8.900,15.269,31.936,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.329,30.411,71.191
377.200,62.420,60.237,0.000,16226.689,62.800,183.787,21.747,8.900,15.269,31.936,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.329,30.411,71.191
377.308,62.390,60.201,0.000,16199.613,62.800,183.787,21.747,8.900,15.269,31.936,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.329,30.411,71.191
377.416,62.350,60.165,0.000,16109.257,62.800,183.787,21.747,8.900,15.269,31.936,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.329,30.411,71.191
377.519,62.320,60.130,0.000,16109.257,62.800,183.787,21.747,8.900,15.269,31.440,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.960,29.963,69.652
377.630,62.280,60.093,0.000,16235.861,62.911,181.412,20.750,8.787,15.061,31.440,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.960,29.963,69.652
377.740,62.250,60.057,0.000,16180.613,62.911,181.412,20.750,8.787,15.061,31.440,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.960,29.963,69.652
377.846,62.220,60.021,0.000,16180.613,62.911,181.412,20.750,8.787,15.061,31.440,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.960,29.963,69.652
377.954,62.180,59.985,0.000,16077.637,62.911,181.412,20.750,8.787,15.061,31.440,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.960,29.963,69.652
378.059,62.150,59.951,0.000,16077.637,63.912,190.887,21.101,8.974,15.475,31.013,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.240,30.931,70.384
378.164,62.120,59.915,0.000,16195.390,63.912,190.887,21.101,8.974,15.475,31.013,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.240,30.931,70.384
378.269,62.090,59.880,0.000,16058.200,63.912,190.887,21.101,8.974,15.475,31.013,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.240,30.931,70.384
378.375,62.060,59.845,0.000,16058.200,63.912,190.887,21.101,8.974,15.475,31.013,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.240,30.931,70.384
378.485,62.030,59.809,0.000,16205.473,63.912,190.887,21.101,8.974,15.475,31.013,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.240,30.931,70.384
378.590,61.980,59.773,0.000,16218.880,65.503,186.823,22.246,8.880,15.291,31.481,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.645,30.901,70.814
378.700,61.950,59.737,0.000,16218.880,65.503,186.823,22.246,8.880,15.291,31.481,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.645,30.901,70.814
378.808,61.910,59.701,0.000,16166.736,65.503,186.823,22.246,8.880,15.291,31.481,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.645,30.901,70.814
378.914,61.880,59.666,0.000,16353.263,65.503,186.823,22.246,8.880,15.291,31.481,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.645,30.901,70.814
379.022,61.850,59.629,0.000,16353.263,65.503,186.823,22.246,8.880,15.291,31.481,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.850,29.756,69.286
379.131,61.810,59.593,0.000,16269.445,60.758,182.323,20.244,8.926,15.096,30.910,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.850,29.756,69.286
379.238,61.770,59.557,0.000,16018.542,60.758,182.323,20.244,8.926,15.096,30.910,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.850,29.756,69.286
379.343,61.740,59.522,0.000,16018.542,60.758,182.323,20.244,8.926,15.096,30.910,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.850,29.756,69.286
379.448,61.710,59.487,0.000,16160.867,60.758,182.323,20.244,8.926,15.096,30.910,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.850,29.756,69.286
379.555,61.680,59.452,0.000,16160.867,60.758,182.323,20.109,9.016,15.227,29.925,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.038,29.896,66.697
379.658,61.640,59.418,0.000,16070.359,60.816,180.687,20.109,9.016,15.227,29.925,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.038,29.896,66.697
379.767,61.610,59.381,0.000,16237.160,60.816,180.687,20.109,9.016,15.227,29.925,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.038,29.896,66.697
379.871,61.570,59.347,0.000,16237.160,60.816,180.687,20.109,9.016,15.227,29.925,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.038,29.896,66.697
379.976,61.540,59.312,0.000,16289.871,60.816,180.687,20.109,9.016,15.227,29.925,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.038,29.896,66.697
380.083,61.510,59.276,0.000,16418.976,60.977,185.059,20.022,8.923,15.232,30.653,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.912,29.954,69.331
380.192,61.470,59.240,0.000,16418.976,60.977,185.059,20.022,8.923,15.232,30.653,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.912,29.954,69.331
380.300,61.440,59.204,0.000,16207.639,60.977,185.059,20.022,8.923,15.232,30.653,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.912,29.954,69.331
380.405,61.400,59.168,0.000,16207.639,60.977,185.059,20.022,8.923,15.232,30.653,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.912,29.954,69.331
380.509,61.370,59.134,0.000,16212.198,60.977,185.059,20.022,8.923,15.232,30.653,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.912,29.937,68.776
380.615,61.330,59.099,0.000,16062.647,61.058,184.032,19.486,8.988,15.199,29.869,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.692,29.937,68.776
380.723,61.300,59.062,0.000,16062.647,61.058,184.032,19.486,8.988,15.199,29.869,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.692,29.937,68.776
380.835,61.260,59.025,0.000,16078.722,61.058,184.032,19.486,8.988,15.199,29.869,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.692,29.937,68.776
380.953,61.230,58.986,0.000,15995.900,61.058,184.032,19.486,8.988,15.199,29.869,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.692,29.937,68.776
381.061,61.190,58.950,0.000,15995.900,61.058,184.032,20.189,8.931,15.157,30.657,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.999,30.475,70.823
381.171,61.150,58.913,0.000,16117.453,64.077,185.910,20.189,8.931,15.157,30.657,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.999,30.475,70.823
381.280,61.130,58.877,0.000,16174.758,64.077,185.910,20.189,8.931,15.157,30.657,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.999,30.475,70.823
381.387,61.080,58.841,0.000,16276.309,64.077,185.910,20.189,8.931,15.157,30.657,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.999,30.475,70.823
381.495,61.050,58.805,0.000,16276.309,64.077,185.910,20.189,8.931,15.157,30.657,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.999,30.475,70.823
381.602,61.010,58.769,0.000,16075.655,65.398,190.525,20.649,9.190,15.540,31.106,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.500,31.365,71.728
381.714,60.980,58.732,0.000,16075.655,65.398,190.525,20.649,9.190,15.540,31.106,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.500,31.365,71.728
381.822,60.940,58.696,0.000,16179.289,65.398,190.525,20.649,9.190,15.540,31.106,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.500,31.365,71.728
381.928,60.900,58.661,0.000,15999.948,65.398,190.525,20.649,9.190,15.540,31.106,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.500,31.365,71.728
382.037,60.870,58.624,0.000,15999.948,65.398,190.316,22.117,9.028,15.316,31.516,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.720,31.290,71.956
382.148,60.830,58.588,0.000,16171.614,66.807,190.316,22.117,9.028,15.316,31.516,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.720,31.290,71.956
382.252,60.790,58.553,0.000,16047.512,66.807,190.316,22.117,9.028,15.316,31.516,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.720,31.290,71.956
382.358,60.760,58.517,0.000,16047.512,66.807,190.316,22.117,9.028,15.316,31.516,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.720,31.290,71.956
382.466,60.730,58.482,0.000,15878.568,66.807,190.316,22.117,9.028,15.316,31.516,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.720,31.290,71.956
382.572,60.690,58.446,0.000,15927.146,67.782,193.837,21.686,9.103,15.635,31.029,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.735,31.850,71.794
382.681,60.660,58.410,0.000,15927.146,67.782,193.837,21.686,9.103,15.635,31.029,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.735,31.850,71.794
382.791,60.630,58.373,0.000,15900.365,67.782,193.837,21.686,9.103,15.635,31.029,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.735,31.850,71.794
382.898,60.590,58.338,0.000,15941.399,67.782,193.837,21.686,9.103,15.635,31.029,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.735,31.850,71.794
383.004,60.550,58.302,0.000,15941.399,67.782,193.837,21.686,9.103,15.635,31.029,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.501,31.389,69.874
383.113,60.520,58.266,0.000,16287.424,67.480,187.187,21.610,8.975,15.303,30.271,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.501,31.389,69.874
383.219,60.480,58.230,0.000,16287.424,67.480,187.187,21.610,8.975,15.303,30.271,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.501,31.389,69.874
383.329,60.440,58.194,0.000,16108.539,67.480,187.187,21.610,8.975,15.303,30.271,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.501,31.389,69.874
383.436,60.410,58.158,0.000,16295.745,67.480,187.187,21.610,8.975,15.303,30.271,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.501,31.389,69.874
383.546,60.370,58.122,0.000,16295.745,67.480,187.187,20.974,8.930,15.254,30.825,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.198,30.888,69.830
383.658,60.340,58.084,0.000,16285.343,65.344,184.421,20.974,8.930,15.254,30.825,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.198,30.888,69.830
383.761,60.300,58.050,0.000,16170.609,65.344,184.421,20.974,8.930,15.254,30.825,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.198,30.888,69.830
383.871,60.260,58.013,0.000,16170.609,65.344,184.421,20.974,8.930,15.254,30.825,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.198,30.888,69.830
383.980,60.220,57.977,0.000,15936.760,65.344,184.421,20.974,8.930,15.254,30.825,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.198,30.888,69.830
384.087,60.190,57.941,0.000,16175.185,66.139,192.878,23.081,9.136,15.800,31.773,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.952,31.817,71.133
384.197,60.160,57.904,0.000,16175.185,66.139,192.878,23.081,9.136,15.800,31.773,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.952,31.817,71.133
384.308,60.110,57.868,0.000,16000.406,66.139,192.878,23.081,9.136,15.800,31.773,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.952,31.817,71.133
384.414,60.090,57.832,0.000,16210.761,66.139,192.878,23.081,9.136,15.800,31.773,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.952,31.817,71.133
384.523,60.050,57.796,0.000,16210.761,66.139,192.878,23.081,9.136,15.800,31.773,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.270,30.980,70.605
384.629,60.010,57.760,0.000,16064.283,65.150,187.216,20.828,8.965,15.368,31.303,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.270,30.980,70.605
384.739,59.980,57.724,0.000,15991.918,65.150,187.216,20.828,8.965,15.368,31.303,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.270,30.980,70.605
384.845,59.950,57.689,0.000,15991.918,65.150,187.216,20.828,8.965,15.368,31.303,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.270,30.980,70.605
384.950,59.910,57.654,0.000,15867.006,65.150,187.216,20.828,8.965,15.368,31.303,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.270,30.980,70.605
385.058,59.880,57.617,0.000,15867.006,65.150,186.151,21.844,9.152,15.538,29.743,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.673,30.944,69.324
385.166,59.830,57.582,0.000,16246.008,63.663,186.151,21.844,9.152,15.538,29.743,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.673,30.944,69.324
385.273,59.810,57.546,0.000,16217.398,63.663,186.151,21.844,9.152,15.538,29.743,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.673,30.944,69.324
385.383,59.770,57.509,0.000,16217.398,63.663,186.151,21.844,9.152,15.538,29.743,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.673,30.944,69.324
